,review,sentiment
11048,"The movie is truly poignant, unique and uplifting. The story is universal in that it's a battle between good, evil and the world between. THE MOST IMPORTANT thing is that its rating is wrong, misleading, and a travesty. Blockbuster has it rated as though it were an X rated movie. The truth is is that it is closer to G than PG and should be seen by children who can read the clear and simple sub-titles.",positive
42295,"This movie was awful. It centered too much around Eddie, Clark Griswald's brother-in-law. Eddie works much better when changing good quips such as in ""Christmas Vacation"" and ""Vacation"".<br /><br />I really don't understand how a movie like this would be given the thumbs up. Now, don't get me wrong, I like Randy Quaid, but just felt this movie was totally wrong for him and for the character in general. This movie leaves much to be desired and really needed some bigger name actors.",negative
38562,"Okay, so Robbie's a little hokey-looking by today's standards, and some of the acting is pretty stilted, and most of the special effects could now be duplicated by a bright 12 year old kid with a decent computer editing program. And don't get me started about the poster.<br /><br />This is STILL a great movie, 40 years after it was released. I grew up watching ""science fiction"" on the local TV station's ""Science Fiction/Adventure Theater"" on Sunday afternoons, so I've seen quite a few SF movies from the '50s. At a time when most movies were content to slap a rubber costume on somebody and have him demolish a miniature model of a city, Forbidden Planet forever raised the bar and showed that it was possible to make a science fiction movie which actually had a plot.<br /><br />I doubt that many SF movies made in the '90s will still be considered worth watching in 2030.",positive
36706,"Look, I'm sorry if half the world takes offense at this, but life is confusing enough. I don't need to watch it that way. I dig Anthony Hopkins, big time. I even watched Fracture, and I knew that would be a steaming pile of Quentin. But this thing is not well shot, and it's not daring--even if it is artsy. Well-produced films have reasons for cuts and fast edits, not this ""oh, but it's a realistic interpretation"" excuse. This thing'll make your head hurt. It's the fastest moving picture ever to take you nowhere at all. I still love AH, and I'll always give him another chance, but if you aren't made of time to watch bad ideas on screen, skip this.",negative
2787,"Geez! This is one of those movies that you think you previously reviewed but you didn't. I mean, you didn't give a crap about it but somehow it came to your mind.<br /><br />To be honest and brief; this is one of the worst, boring, and stupid slashers ever made. I can't say anything good about this piece of crap because there are barely decent sequences that could tell it's made by professional film makers.<br /><br />The death scenes are horrible, bloodless, stupid. The plot is somehow good taking in account that it copied ""Popcorn"" from 1991.<br /><br />To make things even worse, this isn't a movie so bad that it's good. It's just plain bad.<br /><br />Molly Ringwald tried to do her best but it wasn't enough.",negative
49445,"This movie has been advertised for over three months in Greece as the biggest Greek production ever. Well, it could be, but... When you hear of a big production you expect to see something new, something different. What you get to watch here is a movie with no reason of existence. George Corraface looks like he didn't really enjoy making this movie. His acting is so simplistic, that looks almost amateur. The sound, especially when some of the Turkish actors speak English (dubbed?), is full of hiss. The, thankfully few, special effects showing Istanbul and Athens in the late 50's and early 70's are more like digital paintings than computer graphics. Finally, we see the same boy from 1959 (age 5) up to 1968 (age 14), but in a miraculous way he becomes a teenager five years later.<br /><br />So much for ""the biggest Greek production"". At least one would think that there would be some kind of interesting script to qualify for such an expensive production. And all one gets is a love story between 7 year-olds, who meet again 40 years later. Oh, there is a political side, too. A couple of ironic remarks about the Greek ""junta"" of '67-'74, so childish that seem almost forced.<br /><br />There are, of course a couple of good things in the movie: most of the actors are great, mainly Ieroklis Michaelidis, the very good scenery and the magnificent music by Evanthia Remboutsika; but they are so few for such an expensive production.<br /><br />Bottom-line: Is it so bad a movie? To tell the truth I don't know. I just know that in no point does it justify its huge (for Greek standards) budget.",negative
41737,"I had really only been exposed to Olivier's dramatic performances, and those were mostly much later films than *Divorce*. In this film, he is disarmed of his pomp and overconfidence by sassy Merle Oberon, and plays the flustered divorce attorney with great charm.",positive
42950,"I saw a trailer for this on Afro Promo, the collection of movie trailers for movies featuring African-Americans. It looked like what it is; a highly tendentious ""wacky"" comedy in which an uptight black man realizes that his son is gay. It would seem that Redd Foxx's (RF) wife has left him for his brother, who works with him at ""the store"" back in Phoenix. He has taken the bus to visit his son Norman is Los Angeles.<br /><br />So as RF arrives, Norman, wearing nothing but powder-blue bikini shorts, gets out of his waterbed to answer the door. Trying to buy time by making his elderly father take the stairs to what appears to be the 60th floor, Norman tries to wake his lover, who steadfastly refuses to budge. It was just to the point where I wrote ""WHY won't he wake up?"" when suddenly he does, and me and my friend's jaws dropped for the first of many times as we are presented with our first glimpse of the blue-eyed, swirl-hairdoed Garson, Norman's white live-in lover, who just ""had the most faaaaaabulous dream"" Garson is a flaming queen of a type that can ONLY be imagined as emerging from 1976 L.A. He has dresses and a purse and big clunky jewelry, and seems to have modeled both his look and persona on Carol Brady from The Brady Bunch.<br /><br />Norman orders his lover to find somewhere else to stay during his father's visit. Garson goes to stay with Waylon Flowers, and Madam answers the phone when Norman calls. <br /><br />So RF attempts to reach his wife in Mexico. While he is on the phone, Garson comes in to pack his dress and RF confronts him. With a burst of 70s soul music meant to evoke his dawning revelation (but sounding more like we're about to hear a very special track by The Emotions), he realizes that his son is gay.<br /><br />His first impulse is ""I'll kill him. I'll kill him."" Then RF goes on a long walk, wherein he cycles through all of the thoughts a confused parent might have, such as ""maybe we toilet trained him too soon."" His thoughts are all triggered by something he sees on his walk, for instance a burly truck driver appearing just as he is contemplating what makes a real man. Surprisingly, he goes to a bookstore and buys about eight books on homosexuality. This, it must be said, is about eight more books on homosexuality than MY parents bought. He then goes straight to a park bench and reads them all! <br /><br />RF then hires Audrey, a six-foot Amazon prostitute (in this amazing fur thing) played by Tamara Dobson of Cleopatra Jones. He hired her for Norman to try out heterosexuality, but this pisses Norman and he storms out to go stay with his friend Melody.<br /><br />Then Garson comes over and offers to take RF out for the night. He commiserates over the loss of RF's wife, and tells the tale of his own mother, who harbors an irrational prejudice against Pilippinos because ""she was molested at a luau."" They attend a long featured performance of Wayon and Madam, which culminates in Madam violently bashing her head against the piano until her hair comes loose. Once more, mouths were agape.<br /><br />So it seems that, wouldn't ya just know it, RF and Garson have a wonderful evening together! You see, staid, traditional older black men just have to see the crappy, highly-effeminate entertainment of mega-queens in order to come around to ALL the gay world has to offer! It's really JUST that simple! This still does not prevent RF from yelling ""Rape!"" when Garson wakes him from a bad dream. It ends less predictably than you'd think.<br /><br />There was so much that was just off. WHAT is the basis of Norman and Garson 's relationship? They don't seem to have ANY rapport, and Norman has no qualms whatsoever about kicking Garson out, and even when he comes around to stand up for himself, he never defends Garson or talks about their relationship. There were some kind of sweetly quaint touches like RF going to buy all those books on homosexuality-and sitting right down on the park bench to read them! I like the idea that a parent would actually try to find something out about homosexuality, rather than just run off to get drunk or commiserate with his friends.<br /><br />Other than that, it's kind of just what it seems like: a little relic of a bygone era, an era in which some gay people thought that if uptight straight people just sat down and watched a drag marionette performance, we could all learn to love and understand one another! And because of the whole naiveté of this thing, the extreme stereotypes and message-laden dialogue just come off as charmingly outdated, and provide a great deal of grist for discussion on how things have changed for gays in the past 30 years. I guess the only thing that seems offensive is the idea that gays' female friends are desperately in love with them, and are willing to get them drunk in order to sleep with, and by extension convert, them.<br /><br />------ Hey, check out Cinema de Merde, my website on bad and cheesy movies (with a few good movies thrown in). You can find the URL in my email address above.",positive
25800,"From the second the music swelled (second one of the movie) and it was movie-hack tripe, I knew I was in for a very long ride. Horrendously clichéd - (I laughed a lot and knew how the plot ended WELL before the ending) - they didn't use Louisbourg particularly well and the costuming and hair were kinda awful. (My particular favourite makeup moment is that the only way they age Depardieu as far as I could see was by putting a straight hair wig on him, instead of wavy). I could go on about the ridiculous unsuitability of the music for a long time -- the movie could be improved massively by an 18th century score. <br /><br />(ETA: AH, it's that horrible moviemusic guy Patrick Doyle who's responsible for the score - say no More! He should NOT be allowed near historical movies -- he should stick to 20th century settings.) <br /><br />The ""visit to the notable people portion"" was also hilarious particularly his little visit to Madame Pompadour who was not particularly convincingly played. <br /><br />I thought the only actor who appeared grounded in the century at hand was Michael Maloney as James Murray. He absolutely stole the show for all 30 seconds he was on screen. Tragically, he made you see what the movie could have been.<br /><br />The love scenes did have some heat - the two leads were stunning together.<br /><br />The most awful scene for historians is where they're at the big leavetaking dinner in Britain before Wolfe sails and he lifts his glass and says the first two lines of ""How stands the glass around"" aka ""Why soldiers why"" as if it's a toast. Absolutely excruciating failure at historicity, much better to leave it out. Thousands of people know the damn song and thousands more believe the rumour that Wolfe and company sang it (probably drunk, not all stuffy like this bunch). Daft.",negative
5429,"AKA: Mondays In The Sun<br /><br />I have no idea what I just watched. Three men wander aimlessly and drink, grousing about everything and at everyone in their path. This is supposed to be a drama, but what it is, is a total waste of film, without a single redeeming quality.<br /><br />I have read reviews touting the performances herein as ""wonderful,"" ""beautiful,"" and ""heroic."" I'm afraid I cannot agree, unless these men were supposed to come off as the dumbest most ignorant proto-humans who ever walked.<br /><br />All in all? This was not a movie. It wanders throughout and loses everyone but the audience. I've watched this three times, and cannot for the life of me see what anyone sees in this garbage. There is nothing profound here, whatsoever. It's crap.<br /><br />It rates a ZERO/10 from...<br /><br />the Fiend :.",negative
18239,"Its a shame she didn't get screen credit , she by far did the best job in the film has the girl on the cross , best part of the movie .She had much more impact than Avril , or just about anyone else in the film . She almost made S/M look like fun ! She really was believable has the S/M model that gets scared of her situation . Although they seem to really have messed up that sort of dreamy feeling of looking for the bad guy , Those sets were very well built but they just sort of skimmed the surface of what was shot . This is one film were both cuts should be made available. It seems they left out a lot of what was shot , and almost all of the really dark stuff that would have made the film much more demented . Its kind of like they stopped short of the mark they were going for during filming . What was shot would not have gotten a R rating probably a NC-17 or X , but that is what it would have needed to make the film they way it should have been .",positive
48806,"This movie, although well shot and superbly acted, was awful. I felt as if I was watching a car accident--sure I kept watching but I really wanted to turn my head. The plot leaves little to be desired, was extremely disjointed, and the ending was abysmal. Although, it did fit the tone of the movie, I was hoping for something to improve this movie. I still don't understand what the references to rabies and the child get bit by the fox at the beginning of the movie. Fifteen minutes of plot that really didn't do much. It's really sad to see a movie with fine actors and a beautiful set wasted on such an awful, awful, story. There's not much more to say about this movie. Save yourself the time and watch c-span. It'll be more uplifting.",negative
24416,"This home movie is basically scandalously rubbish, but you have to give them 3/10 for trying. The blood is rubbish, but the granny that kills them is quite funny, and I think the concept is good, and make-up is OK for a home movie. However thank god it was only 55 minutes long, and the twist at the end is quite literally Fight Club (as in almost as trash as the film). Just read this comment, don't watch the film.",negative
11988,"This is one of the most predictable movies I have ever seen. And this supposed to be funny..... Boring, boring, boring. Find the fast forward button at your remote and use it... I can`t say I laughed once, and the only good feeling this movie gave me was relief when it ended.",negative
44122,"well, the writing was very sloppy, the directing was sloppier, and the editing made it worse (at least i hope it was the editing). the acting wasn't bad, but it wasn't that good either. pretty much none of the characters were likable. at least 45 minutes of that movie was wasted time and the other hour or so was not used anywhere near its full potential. it was a great idea, but yet another wasted good idea goes by. it could have ended 3 different places but it just kept going on to a mostly predictable hollywood ending. and what wasn't predictable was done so badly that it didn't matter. the ending was not worth watching at all. sandra bullock was out of her element and should stay away from these types of movies. the movie looked rushed also. the movie just wasn't really worth seeing, and had i paid for it i would have been very mad. maybe i was more disappointed because i expected a really good movie and got a bad one. the movie over all was not horrifibly bad, but i wouldn't reccomend it. i gave it 2 out of 10 b/c i liked the idea so much and i did like one character (justin i believe, the super smart one). and it also had some very cheap ways to cover plot holes. it was like trying to cover a volcano with cheap masking tape, it was not pretty. anyway, if you see it, wait for the $1.50 theater or video, unless you like pretty much every movie you see, then i guess you'll like this one.",negative
30224,"There's no way to confront 'Zabriskie Point' from a rational standpoint or attempt to describe it using words and conventions you'd use for other movies. This is because it isn't a movie. It's an idea and a feeling that the filmmakers have that somehow got turned into an object as mundane as a film. What we see are not the unfoldings of a plot, but rather a sequence of events that we don't see in films every day but only imagine happening as the background we ourselves will supply when we hear about some tragic event in the news of or from friends. We we see is our imagination of people that are abstractions to us- no one we know, but we've doubtless heard of them in a book or on TV or somewhere. So what do we see? Events. We see people arguing, driving, and inevitably, escaping. Only the escape is from something intangible- it is the collective situation and cruelty that the mass of a civilization has allowed to exist though laziness, or...human nature. Set in late 1960s Los Angeles, our players act against and in response to the self-inflicted miseries of modern existence. These creatures are effectively blank slates that can display any trait we can imagine if we desire. Although the actions taken might be seen as criminal or irresponsible, , the characters are not themselves criminals. They are human beings seeking a return to a familiar, non-manufactured existence that is beyond the normalcy they experience everyday. Not that they are ever happy or sad, but they achieve a type of self actualization when they move beyond and away from the suicide of modern living. They only achieve true life in the natural world, even though that is the next victim of modern existence. At the end, 'Zabriski Point' is a eulogy of humanities attachment to the natural world. As even the most desolate pieces of the earth succumb to our notions of progress, we lose our souls on the path to death of the human spirit.",positive
6636,"I walked out of this movie and I did this only one time before with the Australian movie Sweetie close to 20 years ago. After about three minutes I felt like killing the camera man and just couldn't believe that this film actually showed anywhere and- guess what - was nominated for two independent Spirit Awards. What???? Regardsless how realistic the dialog might be (I will NEVER use the word ""dude"" again!) -who wants to listen to these conversations? I don't go to the movies to be annoyed but that's all I got. The only good thing I came away with was the realization that if this movie can make it to Sundance and other festivals, anybody can. Well, wait, that might not be a good thing after all...",negative
49076,"I saw this film at its New York's High Falls Film Festival screening as well and I must say that I found it a complete and awful bore. Although it was funny in some places, the only real laughs was that there appeared to be o real plot to talk about and the acting in some places was dreadful and wooden, especially the ""Lovely Lady"" and the voice of the narrator (whom I have never heard of) had a lot to be desired. J.C.Mac was, I felt, the redeeming feature of this film, true action and grit and (out of the cast) the only real acting. I am sure with another cast and a tighter reign on the directing, this could have been a half decent film. Let us just hope that it is not sent out on general release, or if you really want a copy, look in the bargain bin in Lidl.",negative
12361,"28 years before 9/11, there was another 9/11 which represented a key date in the history of Chile, South America and the whole world. This was the date in 1973 when a bloody coup in Chile deposed Salvador Allende the first Marxist president elected democratically anywhere in the world and put an end to the Chilean experiment of a democratic transition from capitalism to socialism. Allende committed suicide when the armed forces attacked the presidential palace.<br /><br />Unfortunately this film is too biased and too nostalgic towards the time of Allende's rule to be an objective rendition of the man and of his place in history. The times were troubled and Allende was a disputed figure in the history of his country and of the whole world. True, he was democratically elected, but his policies plunged Chile into economic crisis. He was deposed by a coup and a right-wing dictatorship followed with repression and flagrant human rights abuses, but he was also an ally of Castro who saw in his policies another way of making revolution. We'll never know if his tentative to build a socialist yet democratic society would have succeeded. The authors of the movie take a completely pro-Allende position, there is no opinion or point of view trying to explain the other side, to answer questions like why did the middle class oppose him, or how his democratic views could go together with supporting or being supported by Castro. The tone of the commentaries is nostalgic and apologetic, almost propagandistic. People who want to get a better understanding of this episode of the history need to wait for a more balanced and objective film or book in the future.",negative
7431,"Wow, I've sure seen quite a bit of Kelli McCarty this summer. I didn't know this woman made so many softcore flicks in the past three years. It's like seeing a future softcore star blossom in front of me, much like Michelle Hall did a couple of years ago.<br /><br />""Passion's Peak"" is the third quality softcore flick I've seen Kelli McCarty in, with ""Girl for Girl"" and ""House of Love"" being the others. ""Desire and Deception"" was okay, but it wasn't spectacular. There's spoilers in this review, so read only if you want to.<br /><br />The story begins with Christina (Kelli McCarty) heading out of the big city and to the mountains. She has inherited a house from her dear departed grandmother and plans to turn it into a mountain lodge. Before she can even set her things down, some woman named Kim (uncredited in this film, but quite the aggressive one) begins booking guests to stay there. Now she has to get the house into shape quickly--in comes Chip (Bobby Johnston), a childhood friend, to the rescue. Chip helps her get the house in workable condition. She hires two local slackers to work in her lodge--Chip's sister Bait (Samantha McConnell) and her sex buddy Hank.<br /><br />Now the guests start coming. The first to arrive are Eric and Linda (Flower), two stereotypical money-first lawyers. Linda and Eric get into a huge argument during a dinner party halfway through the film which leads to their breakup; sad stuff there. Next, there's romance novelist Sophia, played by B-movie goddess Monique Parent. She's using that silly alias Scarlet Johansing again, and she's got a very professional look this time--with blonde hair, of course. It wouldn't be Monique if she didn't have at least one scene where she plays with herself--and she obliges, during one of Eric and Linda's sex scenes.<br /><br />James and Shene (Devinn Lane--yes, the porn star Devinn Lane) show up for a little weekend getaway as well. Unbeknownst to Shene, James and Christina have quite a history. James and Christina used to date, but Christina broke it off to head to this mountain lodge. James comes up to the lodge to get Christina back, but his plan backfires. Christina spills the beans to Shene, which causes Shene to walk out on him and down to the local bar to strip for the locals. Shene ends up in the sleeping bag of the now-single Eric, and they leave together. Bait realizes she wants something more than just sex with Hank, and Christine finds true love with Chip, with Sophia soaking it all in and writing it into her next romance novel. <br /><br />In fact....if you ask me, this whole movie played out like a romance novel. I don't know if the screenwriter was going for that effect, but I sure got that impression. Sophia had some of the best lines in this film, playing up the idea that this is a live-action romance novel. She seems to enjoy all the fighting and backstabbing going on.<br /><br />Now to the sex. There was a fair amount of it, and it was the usual bump-and grind stuff. Monique did her fair share of moaning in her two sex scenes. This film was tapeworthy, and the story will actually keep the audience somewhat interested in between the sex scenes.<br /><br />Women: A- (Monique was simply Monique. Out of all the softcore actresses I've seen over the years, she's the best at acting, in my opinion. She can really act and be sexy, which is why she's holding on to the #1 position in my Skinemax Top 10. Kelli McCarty is better at doing softcore films than she is on the soap opera ""Passions""; I don't know why she's not doing more of these. Flower was merely background scenery for the most part in a limited role. Samantha McConnell continues to impress me, and Devinn Lane is yet another hardcore actress crossing over into the softcore realm and doing a halfway decent job at it.)<br /><br />Sex: B (It was good, but not awe-inspiring spectacular. Plenty of moaning. Don't watch the R-rated version, trust me....most of the good stuff is taken out. My grade is for the uncut version.)<br /><br />Story: B (A solid storyline which throws in a contrived ""Ooh, the building inspector's gonna shut us down"" subplot toward the end which messes up things. The underlying story between Christina and James was nice, and Sophia's dialogue, full of the metaphors and imagery usually found in romance novels, was a nice touch.)<br /><br />Overall: B+ (I found this movie to be quite entertaining. It's not a surefire Softcore Hall-Of-Famer like ""Girl for Girl"" is, but it's a respectable addition to the Skinemax collection.)",positive
3009,"I saw this movie for the first time when Quentin Tarantino showed it to a bunch of us at the Alamo Drafthouse in Austin. He prefaced it with how freaking awesome he thought he was and how funny it was and in the context of his explanation, it was HILARIOUS. I can see how it would be damaging to some audiences, and the subject is not funny at all, but there are at least three lines in the film that had me laughing so hard I thought I'd pee. They don't come until after the halfway point, but when they do, oh God...you will die. Oh and Jim Brown is brilliant. He's not in a lot of the movie, but when he's there, you know whose movie it is. Naturally, the best line in the movie (and the funniest) is his; you'll know it when you hear it.",positive
26205,"Yep, lots of shouting, screaming, cheering, arguing, celebrating, fist clinching, high fiving & fighting. You have a general idea as to why, but can never be 100% certain. A naval knowledge would be an advantage for the finer points, but then you'd probably spot the many flaws. Not an awful film & Hackman & Washington are their usual brilliant, but the plot was one you could peg pretty early on. I'm still waiting to see a submarine film where people get on with each other & don't argue, but then you probably wouldn't have a film.<br /><br />4/10",negative
20940,"This movie is a bad to alright rip off of Friday the 13th. The movie is about a killer named Bernie who kills people around a camp councilor training camp. He kills people because the camp councilor training camp is on land that was owned by his father, and when the police came to forcefully take his fathers land they accidentally killed his mother (Another F13th take off). The intro is seeing Bernie killing his first victims. Then we are introduced to a family going camping in the same woods, soon after they arrive they are joined by a strange old man who likes talking about his son. Later we learn that his son is Bernie and that he has him locked up in the back of his caravan after having broken him out of a mental institute. He sets Bernie after the family so they can take their stuff and then the chase is on.<br /><br />This Movie is only recommended to those who enjoy B grade 80's Slashers.",negative
49033,"I have to say that Higher Learning is one of the top 3 movies I have ever watched. It has a brilliant cast, and an equally brilliant director. Singleton shows how life in University can be. There are 3 main story lines, the skinheads, the African-Americans, and the homosexuals. I was intrigued by all of the stories, but the one that got to me the most was the storyline about Kristen, battling her feelings towards another girl. The end was great. After seeing the movie 25 times plus, I still cry. I would have given this movie an 11, but I have to settlefor 10/10.",positive
42862,"Uninspired direction leaves a decent cast stranded in a handsome but bland adaptation, in which dialogue seems recited rather than heartfelt, and cash strapped appearances by the ghosts fail to round up any sense of awe or magic; Edward Woodward, as the Ghost of Christmas Present, wobbles around on stilts and seems to be doing an impression of Bernard Cribbins. As Scrooge, George C. Scott is too wry, and he never seems to truly believe in it, which robs his performance of its effect. The scenes in which he's shown his past have as much impact as if he was half-heartedly flicking through his family album. No one else seems to be putting any effort in, except Frank Finlay, who chronically overacts.",negative
27739,"Spanish films are into a, if not Golden, definitely a Silver Age. Piédras is another example of a movie that takes people and their conflicts seriously. Although the feelings are strong or nearly at life or death-level, they still aren't really melodramatic. This could happen.<br /><br />There are different stories here, which become connected. One is about the retarded girl, who doesn't dare to pass the street to the next block. One is about the middle-aged woman who finds the lover of her life in a foot fetischist. Another is about the girl with drug problems who's lover leaves her. Still another one is about the madame of a brothel who (almost) finds true love.<br /><br />Definitely worth seeing. It's in Spain the moviemakers take women seriously.",positive
6140,"What made the original Killer Tomatoes fun was it was made by people with no budget who were just being wacky for a couple of days...<br /><br />This was something with a budget, but it just wasn't as much fun. John Astin of Adams Family fame is actually making an effort here to be comedic, but he is supported by lame actors, cheap special effects and unfunny gags.<br /><br />The plot. Dr. Gangrene (Astin) escapes from a French prison and decides he is going to put a pretender on the throne of France... The hero, his French girlfriend and the Gizmo-like ""Fuzzy Tomato"" decide they are going to stop him...<br /><br />Forgettable Direct to Video nonsense...",negative
15737,"I really loved this movie and so did the audience that I saw it with in Los Angeles. After the film, lots of people were crying and saying how much the film had affected them. I can see why it was such a huge hit in its homeland, Sweden. The film is masterfully directed and each character brilliantly drawn so that by the end you really know these people and care about them. The music is very natural and the main song in the film quite heartbreaking but inspiring. Would definitely recommend this film for everyone to see - even people who don't normally go to subtitled films. Definitely deserved the Oscar Nomination because of the profound themes of the film reflected without pretension in a small-town community with everyday people. It is a film that unites us in this divided world and shows us the potential of the human spirit. A MUST SEE!",positive
26972,"(This review will have some very obvious spoilers, so beware.)<br /><br />A friend brought this over, and we made it through 45 minutes of the movie before we decided that Fast Forward 8x Speed was the only way that this film should be watched. There were points when we were watching the movie at normal speed where I would leave, prepare part of lunch, and return, to find that literally nothing had happened. 2 lines of meaningless dialogue were exchanged. Nothing happened the background, no important facial gestures were made, nothing but mind-numbing awkward silence.<br /><br />This is NOT how to make a thoughtful film, especially when the movie's plot follows all the same basic Hollywood movie tropes. If I told you that Disney was making a film about 4 girls starting a band, and the singer was a French exchange student, what you would expect to be the ""conflicts"" that arise?<br /><br />The lead singer has to overcome stage fright? Someone has an unspoken crush? The band is late for their performance, and a side-character has to buy them time?<br /><br />*SPOILER ALERT*<br /><br />All of those things happen in this movie.<br /><br />At no point in this film do you have even the slightest fraction of concern that these girls won't be able to accomplish their goal.<br /><br />*THIS ENDS THE SECTION OF SPOILERS*<br /><br />I like Japanese films. I've spent a lot of time in Japan. I work for a Japanese company. Heck, I even know all the bands referenced in the record collections and MDs that they're going through, and I've sung along to the title track with friends at karaoke.<br /><br />This is probably the worst film from Japan I've ever seen. Do not be confused. Though the characters will have points in the movie where they do typical Japanese high school things, this is not a ""typical day in the life of"" movie. This is ""a day in the life of 4 extremely random, heavily-conflicted, awkward Japanese students.""<br /><br />There are noticeable problems with the DVD, as well. Viz decided that a great extra would be a producer reading aloud the Wikipedia entry about the Blue Hearts. What a value! In addition, they care so little about the subtitling that the band's name in the subtitles, ""Paran Maum"" is different than it is in the chapter selection menu, ""Paran Marum"". In the final auditorium scene, there is a VERY visible reflection/ghosting effect on everything, but this seems to be the fault of the original film.<br /><br />2/10, do NOT view if you do not absolutely love awkward silences.",negative
37006,"My Take: The silliest of the AIRPORT movies, and probably one of the worst of the 70's disaster movies.<br /><br />As if to milk the franchise with all its got, the producers of this third sequel to AIRPORT throws in more action, silly subplots, gratuitous star appearances and goofier elements. In its attempt to be the biggest AIRPORT yet, CONCORDE: AIRPORT '79 is the worst one yet, and probably one of the worst of the disaster movies of the 1970's. With its bad box-office results, it is no wonder that the genre has overstayed its welcome.<br /><br />The film opens with a rather catchy score by Lalo Schifrin backed-up by some impressive shots of the titular aircraft in its former glory (the same plane used in this film would be involved in a crash in July 2000). But then the credits appear, and we get a glimpse of the ""all-star"" cast, which is composed nothing more of faded Hollywood stars, TV actors and none-too-popular B actors. The plot is sillier than ever: George Kennedy is back in the role of Joe Patroni, now the pilot of the Concorde (co piloted by co-pilot Alain Delon) en route to France after the Summer Olympics. On board is reporter Maggie Whelan (Susan Blakely), who has just discovered that his boyfriend, renowned weapons manufacturer Kevin Harrison (Robert Wagner), is selling their weapons to terrorist. To prevent her from revealing the news to the world, Harrison sends his most advance missiles and best saboteurs to prevent the Concorde from landing.<br /><br />The cast/subplots are dumber than ever, even sillier than an alcoholic Myrna Loy or a singing nun. We have Cicely Tyson transporting a live human heart in a cooler (!), Martha Raye as a woman with a bladder condition (and the character doesn't go deeper than that), J.J. Walker a a pot-smoking saxophonist (arguably the most annoying character in the film), Eddie Albert married to ""old"" wife Sybil Danning, Avery Schreiber as Russian coach with a deaf daughter and finally, a love story between reporter Jon Davidson and gymnast Andrea Marcovici (much to the sour watching-eye of coach Mercedes McCambidge). Plus the movie gets much closer to LOVE BOAT episode than ever with the silliest cameos of Charo (and her pet Chihuahua) and Bibi Anderson. Camp buffs will no doubt get a real kick-in-the-balls in this silly entry in a long strain of 70's disaster movies. This one is, in more than the sense of the word, a true disaster.<br /><br />Rating: *1/2 out of 5.",negative
46412,"Ya I rented it, so shoot me!<br /><br />A decent premise sets up an otherwise awkward story with no real payoff, but at least it's shot well. Director Jon Keeyes takes the simple idea of a fake haunted house with real danger inside. In most cases this should be a slam dunk, but this little stinker derails quite quickly. The cinematography is above average and the acting is mediocre at best, but the story and writing is just plain awful. Slower scenes drag on forever and the scares are too few and far in between with no real climax to the film. An eerie mood is set at the beginning but loses it's luster before any type of horror transpires, and I found myself bored to death and making another sandwich... The cover art is appealing and I suppose it's worth a rental if you're looking for mindless low budget dreck, but if you enjoy a good story and eventful ending, reach for something else.",negative
2279,"My scalp still smarts from the burning coals heaped on it when I vowed I love this film. Bring on the coals; I'll walk over them as well to say again that I love ""Bend it Like Beckham."" Granted, there's a lot of ""in spite of"" in that confession. It's a bit movie-of-the-week; the screenplay is on the paint-by-numbers side. And, most troublingly, the director's commentary implies that in this film beauty can be found primarily amongst the white of skin.<br /><br />The film's genius is not in what's obvious to the Syd Field-doctored eye: character arcs, themes, construction. It's in both the surface and what lurks deep beneath, but not in those layers of artistic topsoil that reviewers seem most often to scratch at. Powerful, sometimes semi-clad female bodies not simply on display but kicking the crap out of a football do a better job of naturalizing female strength and agility than Lara Croft or Zhang Ziyi will ever do. These are real bodies (Keira Knightley's excepted) whose work is not to look great first and kick butt later. They are working bodies whose beauty is in their movement and self-determination. And, in my book, lead actress Parminder Nagra is one of the most gorgeous creatures ever captured on screen  not only because she can lay claim to that hackneyed adjective, ""luminous,"" but because her performance has an honesty and un-bookish intelligence that's utterly compelling.<br /><br />The result is a film women can enjoy without feeling like they're making a pact with the devil to do so. As in Chadha's ""Bride and Prejudice,"" the relationships amongst women sizzle with a chemistry that can't be neatly slotted into the stodgy, Sweet Valley High categories of ""best friends"" or ""sisters."" Perhaps Chadha is even right in her commentary to disavow the film's flirtation with lesbianism. ""Bend it Like Beckham"" has an electricity that can't be reduced to the simple hetero/homosexual love triangle its conventionally structured script would suggest. The precise nature of its pleasure is, ultimately, a bit of a mystery  and is all the more seductive for it.<br /><br />Oh yes, and did I mention that it's hilarious?",positive
27064,"Even worse than the worst David Lynch ""confusathon"", ""Brain Dead"" makes no sense whatsoever. Shamefully wasted talent (Bill Pullman, Bill Paxton), bounce around like they are in a ""Tom and Jerry"" cartoon on acid. There is negligible character development. It simply starts climbing the ""strange scale"", until climaxing in total chaos. Do not get sucked into this because of the above fine actors. They are given nothing to work with, and you will be wondering what's going on throughout the entire, unbearable 85 minutes. I highly recommend avoiding ""Brain Dead"" at all costs, unless you are into scattering your brain into total nonsense. - MERK",negative
